id,prompt,summary,code,generated_code,generated_code_3
62b8a4a4755ee91dce50a3d3,"def fromutc(self, dt):
""""""
Given a timezone-aware datetime in a given timezone, calculates a
timezone-aware datetime in a new timezone.

Since this is the one time that we *know* we have an unambiguous
datetime object, we take this opportunity to determine whether the
datetime is ambiguous and in a ""fold"" state (e.g. if it's the first
occurrence, chronologically, of the ambiguous datetime).

:param dt:
    A timezone-aware :class:`datetime.datetime` object.
""""""","Given a timezone-aware datetime in a given timezone, calculates a
timezone-aware datetime in a new timezone.

Since this is the one time that we *know* we have an unambiguous
datetime object, we take this opportunity to determine whether the
datetime is ambiguous and in a ""fold"" state (e.g. if it's the first
occurrence, chronologically, of the ambiguous datetime).

:param dt:
    A timezone-aware :class:`datetime.datetime` object.","def fromutc(self, dt):
","def fromutc(self, dt):
    """"""
    Given a timezone-aware datetime in a given timezone, calculates a
    timezone-aware datetime in a new timezone.

    Since this is the one time that we *know* we have an unambiguous
    datetime object, we take this opportunity to determine whether the
    datetime is ambiguous and in a ""fold"" state (e.g. if it's the first
    occurrence, chronologically, of the ambiguous datetime).

    :param dt:
        A timezone-aware :class:`datetime.datetime` object.
    """"""
    if dt.tzinfo is not self:
        dt = dt.replace(tzinfo=self)

    utc_offset = self._transition_info(dt.replace(fold=0))[0]
    dt_out = dt + utc_offset

    # Check if we're in a fold
    if self._fold_status(dt_out):
        return dt_out.replace(fold=1)
    else:
        return dt_out.replace(fold=0)",
62b8a7b2755ee91dce50a4a7,"def default_tzinfo(dt, tzinfo):
""""""
Sets the ``tzinfo`` parameter on naive datetimes only

This is useful for example when you are provided a datetime that may have
either an implicit or explicit time zone, such as when parsing a time zone
string.

.. doctest::

    >>> from dateutil.tz import tzoffset
    >>> from dateutil.parser import parse
    >>> from dateutil.utils import default_tzinfo
    >>> dflt_tz = tzoffset(""EST"", -18000)
    >>> print(default_tzinfo(parse('2014-01-01 12:30 UTC'), dflt_tz))
    2014-01-01 12:30:00+00:00
    >>> print(default_tzinfo(parse('2014-01-01 12:30'), dflt_tz))
    2014-01-01 12:30:00-05:00

:param dt:
    The datetime on which to replace the time zone

:param tzinfo:
    The :py:class:`datetime.tzinfo` subclass instance to assign to
    ``dt`` if (and only if) it is naive.

:return:
    Returns an aware :py:class:`datetime.datetime`.
""""""","Sets the ``tzinfo`` parameter on naive datetimes only

This is useful for example when you are provided a datetime that may have
either an implicit or explicit time zone, such as when parsing a time zone
string.

.. doctest::

    >>> from dateutil.tz import tzoffset
    >>> from dateutil.parser import parse
    >>> from dateutil.utils import default_tzinfo
    >>> dflt_tz = tzoffset(""EST"", -18000)
    >>> print(default_tzinfo(parse('2014-01-01 12:30 UTC'), dflt_tz))
    2014-01-01 12:30:00+00:00
    >>> print(default_tzinfo(parse('2014-01-01 12:30'), dflt_tz))
    2014-01-01 12:30:00-05:00

:param dt:
    The datetime on which to replace the time zone

:param tzinfo:
    The :py:class:`datetime.tzinfo` subclass instance to assign to
    ``dt`` if (and only if) it is naive.

:return:
    Returns an aware :py:class:`datetime.datetime`.","def default_tzinfo(dt, tzinfo):
","def default_tzinfo(dt, tzinfo):
    """"""
    Sets the ``tzinfo`` parameter on naive datetimes only

    This is useful for example when you are provided a datetime that may have
    either an implicit or explicit time zone, such as when parsing a time zone
    string.

    .. doctest::

        >>> from dateutil.tz import tzoffset
        >>> from dateutil.parser import parse
        >>> from dateutil.utils import default_tzinfo
        >>> dflt_tz = tzoffset(""EST"", -18000)
        >>> print(default_tzinfo(parse('2014-01-01 12:30 UTC'), dflt_tz))
        2014-01-01 12:30:00+00:00
        >>> print(default_tzinfo(parse('2014-01-01 12:30'), dflt_tz))
        2014-01-01 12:30:00-05:00

    :param dt:
        The datetime on which to replace the time zone

    :param tzinfo:
        The :py:class:`datetime.tzinfo` subclass instance to assign to
        ``dt`` if (and only if) it is naive.

    :return:
        Returns an aware :py:class:`datetime.datetime`.
    """"""
    # If dt is already aware, return it unchanged
    if dt.tzinfo is not None:
        return dt
        
    # If dt is naive, set its tzinfo to the provided tzinfo
    return dt.replace(tzinfo=tzinfo)",
6305f9991d275c6667163c50,"def set_cut_chars(self, before: bytes, after: bytes) -> None:
""""""
Set the bytes used to delimit slice points.

Args:
    before: Split file before these delimiters.
    after: Split file after these delimiters.
""""""","Set the bytes used to delimit slice points.

Args:
    before: Split file before these delimiters.
    after: Split file after these delimiters.","def set_cut_chars(self, before: bytes, after: bytes) -> None:
","def set_cut_chars(self, before: bytes, after: bytes) -> None:
    """"""
    Set the bytes used to delimit slice points.

    Args:
        before: Split file before these delimiters.
        after: Split file after these delimiters.
    """"""
    self.before_chars = before
    self.after_chars = after",
6306292052e177c0ba469f09,"def identify_request(request: RequestType):
""""""
Try to identify whether this is a Diaspora request.

Try first public message. Then private message. The check if this is a legacy payload.
""""""","Check whether the request body loaded using JSON contains events. If yes, True is returned, otherwise, check whether the tag of the XML loaded from the request body is Magic_ENV_TAG, if yes, return True. If neither of the preceding conditions is met, return False.","def identify_request(request: RequestType):
","def identify_request(request: RequestType):
    """"""
    Try to identify whether this is a Diaspora request.

    Try first public message. Then private message. The check if this is a legacy payload.
    """"""
    # Check if it's a public message
    if hasattr(request, 'public') and request.public:
        return 'public'
    
    # Check if it's a private message
    if hasattr(request, 'private') and request.private:
        return 'private'
        
    # Check for legacy payload
    if hasattr(request, 'legacy_payload') and request.legacy_payload:
        return 'legacy'
        
    # If none of the above, return None to indicate unidentified request
    return None",
6306292152e177c0ba469f0d,"def identify_request(request: RequestType) -> bool:
""""""
Try to identify whether this is a Matrix request
""""""","Check whether the request body loaded using JSON contains events. If yes, True is returned. Otherwise, False is returned.","def identify_request(request: RequestType) -> bool:
","def identify_request(request: RequestType) -> bool:
    """"""
    Try to identify whether this is a Matrix request
    """"""
    # Check if request has Matrix-specific headers
    if 'Authorization' in request.headers:
        auth_header = request.headers['Authorization']
        if auth_header.startswith('Bearer'):
            # Matrix access tokens are typically Bearer tokens
            return True
            
    # Check for Matrix API endpoints
    if request.path.startswith('/_matrix/'):
        return True
        
    # Check for Matrix server name in host
    if request.host and '.matrix.' in request.host:
        return True
        
    # Check content type for Matrix-specific formats
    if request.content_type == 'application/json':
        try:
            body = request.get_json()
            # Check for common Matrix request fields
            if any(key in body for key in ['room_id', 'event_id', 'user_id', 'device_id']):
                return True
        except:
            pass
            
    return False",
6306292252e177c0ba469f11,"def format_dt(dt):
""""""
Format a datetime in the way that D* nodes expect.
""""""",Use the ensure_timezone function to format the time of dt and return the time.,"def format_dt(dt):
","def format_dt(dt):
    """"""
    Format a datetime in the way that D* nodes expect.
    """"""
    return dt.strftime(""%Y-%m-%d %H:%M:%S"")",
6306292352e177c0ba469f1d,"def find_tags(text: str, replacer: callable = None) -> Tuple[Set, str]:
""""""
Find tags in text.

Tries to ignore tags inside code blocks.

Optionally, if passed a ""replacer"", will also replace the tag word with the result
of the replacer function called with the tag word.

Returns a set of tags and the original or replaced text.
""""""","Find tags in text.

Tries to ignore tags inside code blocks.

Optionally, if passed a ""replacer"", will also replace the tag word with the result
of the replacer function called with the tag word.

Returns a set of tags and the original or replaced text.","def find_tags(text: str, replacer: callable = None) -> Tuple[Set, str]:
","def find_tags(text: str, replacer: callable = None) -> Tuple[Set, str]:
    """"""
    Find tags in text.
    
    Tries to ignore tags inside code blocks.
    
    Optionally, if passed a ""replacer"", will also replace the tag word with the result
    of the replacer function called with the tag word.
    
    Returns a set of tags and the original or replaced text.
    """"""
    tags = set()
    result_text = text
    in_code_block = False
    lines = text.split('\n')
    
    for i, line in enumerate(lines):
        # Check for code block markers
        if line.strip().startswith('",
6306292352e177c0ba469f1e,"def process_text_links(text):
""""""
Process links in text, adding some attributes and linkifying textual links.
""""""","Process links in text, adding some attributes and linkifying textual links.","def process_text_links(text):
","def process_text_links(text):
    """"""
    Process links in text, adding some attributes and linkifying textual links.
    """"""
    import re
    
    # Regular expression for finding URLs
    url_pattern = r'(https?:\/\/(?:www\.|(?!www))[a-zA-Z0-9][a-zA-Z0-9-]+[a-zA-Z0-9]\.[^\s]{2,}|www\.[a-zA-Z0-9][a-zA-Z0-9-]+[a-zA-Z0-9]\.[^\s]{2,}|https?:\/\/(?:www\.|(?!www))[a-zA-Z0-9]+\.[^\s]{2,}|www\.[a-zA-Z0-9]+\.[^\s]{2,})'
    
    # Find existing HTML links and add attributes
    html_link_pattern = r'<a[^>]*?href=[\'""](.*?)[\'""][^>]*?>(.*?)<\/a>'
    
    def replace_html_link(match):
        url = match.group(1)
        text = match.group(2)
        return f'<a href=""{url}"" target=""_blank"" rel=""noopener noreferrer"">{text}</a>'
    
    # First process existing HTML links
    text = re.sub(html_link_pattern, replace_html_link, text)
    
    # Then find and convert plain text URLs to links
    def replace_url(match):
        url = match.group(0)
        if not url.startswith(('http://', 'https://')):
            url = 'https://' + url
        return f'<a href=""{url}"" target=""_blank"" rel=""noopener noreferrer"">{match.group(0)}</a>'
    
    # Only convert URLs that aren't already part of an HTML link
    parts = re.split(html_link_pattern, text)
    result = []
    
    for i, part in enumerate(parts):
        if i % 3 == 0:  # Not part of an existing link
            result.append(re.sub(url_pattern, replace_url, part))
        else:  # Part of an existing link, keep as is
            result.append(part)
            
    return ''.join(result)",
6306292652e177c0ba469f34,"def fetch_content_type(url: str) -> Optional[str]:
""""""
Fetch the HEAD of the remote url to determine the content type.
""""""",Set the head of the request through the URL and USER_AGENT.,"def fetch_content_type(url: str) -> Optional[str]:
","def fetch_content_type(url: str) -> Optional[str]:
    """"""
    Fetch the HEAD of the remote url to determine the content type.
    """"""
    import requests
    from typing import Optional
    
    try:
        response = requests.head(url, allow_redirects=True)
        return response.headers.get('content-type')
    except requests.RequestException:
        return None",
6306292a52e177c0ba469f41,"def test_tag(tag: str) -> bool:
""""""
Test a word whether it could be accepted as a tag.
""""""","Checks whether each character in the LEEGAL_TAG_CHARS belongs to a tag. If any character belongs to a tag, the value False is returned. Otherwise, the value True is returned.","def test_tag(tag: str) -> bool:
","def test_tag(tag: str) -> bool:
    """"""
    Test a word whether it could be accepted as a tag.
    """"""
    # Check if tag is empty
    if not tag:
        return False
        
    # Check if tag contains only alphanumeric chars and hyphens
    valid_chars = set('abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789-')
    if not all(char in valid_chars for char in tag):
        return False
        
    # Check if tag starts or ends with hyphen
    if tag[0] == '-' or tag[-1] == '-':
        return False
        
    # Check if tag has consecutive hyphens
    if '--' in tag:
        return False
        
    return True",
6306298b52e177c0ba469fdc,"def xml_children_as_dict(node):
""""""
Turn the children of node <xml> into a dict, keyed by tag name.

This is only a shallow conversation - child nodes are not recursively processed.
""""""","Turn the children of node <xml> into a dict, keyed by tag name.","def xml_children_as_dict(node):
","def xml_children_as_dict(node):
    """"""
    Turn the children of node <xml> into a dict, keyed by tag name.
    
    This is only a shallow conversation - child nodes are not recursively processed.
    """"""
    result = {}
    for child in node:
        result[child.tag] = child
    return result",
6306299052e177c0ba469fe8,"def check_sender_and_entity_handle_match(sender_handle, entity_handle):
""""""
Ensure that sender and entity handles match.

Basically we've already verified the sender is who they say when receiving the payload. However, the sender might
be trying to set another author in the payload itself, since Diaspora has the sender in both the payload headers
AND the object. We must ensure they're the same.
""""""","Check whether sender_handle is the same as entity_handle. If yes, return True. Otherwise, return False.","def check_sender_and_entity_handle_match(sender_handle, entity_handle):
","def check_sender_and_entity_handle_match(sender_handle, entity_handle):
    """"""
    Ensure that sender and entity handles match.

    Basically we've already verified the sender is who they say when receiving the payload. However, the sender might
    be trying to set another author in the payload itself, since Diaspora has the sender in both the payload headers
    AND the object. We must ensure they're the same.
    """"""
    if not sender_handle or not entity_handle:
        return False
        
    # Strip whitespace and convert to lowercase for comparison
    sender = sender_handle.strip().lower()
    entity = entity_handle.strip().lower()
    
    # Check if handles match exactly
    return sender == entity",
630629b952e177c0ba46a043,"def get_nodeinfo_well_known_document(url, document_path=None):
""""""
Generate a NodeInfo .well-known document.

See spec: http://nodeinfo.diaspora.software

:arg url: The full base url with protocol, ie https://example.com
:arg document_path: Custom NodeInfo document path if supplied (optional)
:returns: dict
""""""","Returns a formatted dictionary, including information such as url and document_path.","def get_nodeinfo_well_known_document(url, document_path=None):
","def get_nodeinfo_well_known_document(url, document_path=None):
    """"""
    Generate a NodeInfo .well-known document.

    See spec: http://nodeinfo.diaspora.software

    :arg url: The full base url with protocol, ie https://example.com
    :arg document_path: Custom NodeInfo document path if supplied (optional)
    :returns: dict
    """"""
    if not document_path:
        document_path = ""/nodeinfo/2.0""

    # Remove trailing slash from url if present
    if url.endswith(""/""):
        url = url[:-1]
        
    return {
        ""links"": [
            {
                ""rel"": ""http://nodeinfo.diaspora.software/ns/schema/2.0"",
                ""href"": f""{url}{document_path}""
            }
        ]
    }",
630629d052e177c0ba46a0a1,"def verify_relayable_signature(public_key, doc, signature):
""""""
Verify the signed XML elements to have confidence that the claimed
author did actually generate this message.
""""""","Verify the signed XML elements to have confidence that the claimed
author did actually generate this message.","def verify_relayable_signature(public_key, doc, signature):
","def verify_relayable_signature(public_key, doc, signature):
    """"""
    Verify the signed XML elements to have confidence that the claimed
    author did actually generate this message.
    """"""
    try:
        # Import required crypto libraries
        from cryptography.hazmat.primitives import hashes
        from cryptography.hazmat.primitives.asymmetric import padding
        from cryptography.hazmat.primitives.serialization import load_pem_public_key
        from cryptography.exceptions import InvalidSignature

        # Convert doc to bytes if not already
        if isinstance(doc, str):
            doc = doc.encode('utf-8')

        # Load the public key if it's in PEM format
        if isinstance(public_key, str):
            public_key = load_pem_public_key(public_key.encode())

        # Verify the signature
        try:
            public_key.verify(
                signature,
                doc,
                padding.PSS(
                    mgf=padding.MGF1(hashes.SHA256()),
                    salt_length=padding.PSS.MAX_LENGTH
                ),
                hashes.SHA256()
            )
            return True
        except InvalidSignature:
            return False
            
    except Exception as e:
        # Log error if needed
        return False",
630629e052e177c0ba46a0c4,"def parse_diaspora_webfinger(document: str) -> Dict:
""""""
Parse Diaspora webfinger which is either in JSON format (new) or XRD (old).

https://diaspora.github.io/diaspora_federation/discovery/webfinger.html
""""""","The webfinger is obtained by reading the document in JSON format, the value of hcard_url in the webfinger is the value of href in links in the document.","def parse_diaspora_webfinger(document: str) -> Dict:
","def parse_diaspora_webfinger(document: str) -> Dict:
    """"""
    Parse Diaspora webfinger which is either in JSON format (new) or XRD (old).
    
    https://diaspora.github.io/diaspora_federation/discovery/webfinger.html
    """"""
    import json
    from xml.etree import ElementTree
    
    # Try parsing as JSON first (new format)
    try:
        data = json.loads(document)
        result = {
            'subject': data.get('subject', ''),
            'aliases': data.get('aliases', []),
            'links': []
        }
        
        # Parse links
        for link in data.get('links', []):
            if 'rel' in link and 'href' in link:
                result['links'].append({
                    'rel': link['rel'],
                    'href': link['href'],
                    'type': link.get('type', '')
                })
        return result
        
    except json.JSONDecodeError:
        # Try parsing as XRD (old format) 
        try:
            # Add XML namespace
            ns = {'xrd': 'http://docs.oasis-open.org/ns/xri/xrd-1.0'}
            
            root = ElementTree.fromstring(document)
            result = {
                'subject': '',
                'aliases': [],
                'links': []
            }
            
            # Get subject
            subject = root.find('xrd:Subject', ns)
            if subject is not None:
                result['subject'] = subject.text
                
            # Get aliases
            for alias in root.findall('xrd:Alias', ns):
                if alias.text:
                    result['aliases'].append(alias.text)
                    
            # Get links
            for link in root.findall('xrd:Link', ns):
                link_data = {
                    'rel': link.get('rel', ''),
                    'href': link.get('href', ''),
                    'type': link.get('type', '')
                }
                result['links'].append(link_data)
                
            return result
            
        except ElementTree.ParseError:
            raise ValueError(""Document is neither valid JSON nor valid XML"")",
630629e152e177c0ba46a0d1,"def try_retrieve_webfinger_document(handle: str) -> Optional[str]:
""""""
Try to retrieve an RFC7033 webfinger document. Does not raise if it fails.
""""""",Try to retrieve an RFC7033 webfinger document. Does not raise if it fails.,"def try_retrieve_webfinger_document(handle: str) -> Optional[str]:
","def try_retrieve_webfinger_document(handle: str) -> Optional[str]:
    """"""
    Try to retrieve an RFC7033 webfinger document. Does not raise if it fails.
    """"""
    import requests
    from urllib.parse import urlparse, quote
    
    try:
        # Split handle into user and domain
        if '@' not in handle:
            return None
        user, domain = handle.split('@', 1)
        
        # Construct webfinger URL
        webfinger_url = f""https://{domain}/.well-known/webfinger""
        params = {
            'resource': f'acct:{quote(user)}@{domain}'
        }
        
        # Make request
        response = requests.get(webfinger_url, params=params, timeout=10)
        
        if response.status_code == 200:
            return response.text
            
    except (requests.RequestException, ValueError):
        pass
        
    return None",
630629e152e177c0ba46a0d2,"def retrieve_and_parse_diaspora_webfinger(handle):
""""""
Retrieve a and parse a remote Diaspora webfinger document.

:arg handle: Remote handle to retrieve
:returns: dict
""""""","Retrieve a and parse a remote Diaspora webfinger document.

:arg handle: Remote handle to retrieve
:returns: dict","def retrieve_and_parse_diaspora_webfinger(handle):
","def retrieve_and_parse_diaspora_webfinger(handle):
    """"""
    Retrieve a and parse a remote Diaspora webfinger document.

    :arg handle: Remote handle to retrieve
    :returns: dict
    """"""
    import requests
    import xml.etree.ElementTree as ET
    from urllib.parse import urlparse

    # Split handle into user and host
    if '@' not in handle:
        raise ValueError(""Handle must contain @"")
    
    username, host = handle.split('@', 1)
    
    # Construct webfinger URL
    webfinger_url = f""https://{host}/.well-known/webfinger?resource=acct:{handle}""
    
    try:
        # Get the webfinger document
        response = requests.get(webfinger_url)
        response.raise_for_status()
        
        # Parse the response
        data = response.json()
        
        # Extract relevant information into a dict
        result = {
            'handle': handle,
            'host': host,
            'username': username,
            'links': {}
        }
        
        # Parse links
        for link in data.get('links', []):
            rel = link.get('rel', '')
            if rel:
                result['links'][rel] = {
                    'href': link.get('href', ''),
                    'type': link.get('type', '')
                }
                
        # Add additional properties if they exist
        if 'aliases' in data:
            result['aliases'] = data['aliases']
        if 'subject' in data:
            result['subject'] = data['subject']
            
        return result
        
    except requests.exceptions.RequestException as e:
        raise ConnectionError(f""Failed to retrieve webfinger document: {str(e)}"")
    except ValueError as e:
        raise ValueError(f""Failed to parse webfinger document: {str(e)}"")",
630629e252e177c0ba46a0d6,"def retrieve_diaspora_host_meta(host):
""""""
Retrieve a remote Diaspora host-meta document.

:arg host: Host to retrieve from
:returns: ``XRD`` instance
""""""","Retrieve a remote Diaspora host-meta document.

:arg host: Host to retrieve from
:returns: ``XRD`` instance","def retrieve_diaspora_host_meta(host):
","def retrieve_diaspora_host_meta(host):
    """"""
    Retrieve a remote Diaspora host-meta document.

    :arg host: Host to retrieve from
    :returns: ``XRD`` instance
    """"""
    import requests
    from xrd import XRD
    
    # Try HTTPS first, fall back to HTTP
    urls = [
        f""https://{host}/.well-known/host-meta"",
        f""http://{host}/.well-known/host-meta""
    ]
    
    for url in urls:
        try:
            response = requests.get(url)
            if response.status_code == 200:
                # Parse XRD document from response content
                xrd = XRD.parse_xrd(response.content)
                return xrd
        except requests.RequestException:
            continue
            
    raise Exception(f""Could not retrieve host-meta from {host}"")",
630629e752e177c0ba46a0fb,"def send_document(url, data, timeout=10, method=""post"", *args, **kwargs):
""""""
Helper method to send a document via POST.

Additional ``*args`` and ``**kwargs`` will be passed on to ``requests.post``.

:arg url: Full url to send to, including protocol
:arg data: Dictionary (will be form-encoded), bytes, or file-like object to send in the body
:arg timeout: Seconds to wait for response (defaults to 10)
:arg method: Method to use, defaults to post
:returns: Tuple of status code (int or None) and error (exception class instance or None)
""""""",Send a response containing data through the POST method.,"def send_document(url, data, timeout=10, method=""post"", *args, **kwargs):
","def send_document(url, data, timeout=10, method=""post"", *args, **kwargs):
    """"""
    Helper method to send a document via POST.

    Additional ``*args`` and ``**kwargs`` will be passed on to ``requests.post``.

    :arg url: Full url to send to, including protocol
    :arg data: Dictionary (will be form-encoded), bytes, or file-like object to send in the body
    :arg timeout: Seconds to wait for response (defaults to 10)
    :arg method: Method to use, defaults to post
    :returns: Tuple of status code (int or None) and error (exception class instance or None)
    """"""
    import requests
    
    try:
        # Get the appropriate request method
        request_method = getattr(requests, method.lower())
        
        # Make the request
        response = request_method(
            url,
            data=data,
            timeout=timeout,
            *args,
            **kwargs
        )
        
        # Return status code and no error
        return response.status_code, None
        
    except requests.exceptions.RequestException as e:
        # Return no status code and the error
        return None, e
    except Exception as e:
        # Return no status code and the error for any other exceptions
        return None, e",
6306091073426c38ae68acac,"def dict_insert(dic, val, key, *keys):
""""""
insert a value of a nested key into a dictionary

to insert value for a nested key, all ancestor keys should be given as
method's arguments

example:
  dict_insert({}, 'val', 'key1.key2'.split('.'))

:param dic: a dictionary object to insert the nested key value into
:param val: a value to insert to the given dictionary
:param key: first key in a chain of key that will store the value
:param keys: sub keys in the keys chain
""""""","insert a value of a nested key into a dictionary

to insert value for a nested key, all ancestor keys should be given as
method's arguments

example:
  dict_insert({}, 'val', 'key1.key2'.split('.'))

:param dic: a dictionary object to insert the nested key value into
:param val: a value to insert to the given dictionary
:param key: first key in a chain of key that will store the value
:param keys: sub keys in the keys chain","def dict_insert(dic, val, key, *keys):
","def dict_insert(dic, val, key, *keys):
    """"""
    insert a value of a nested key into a dictionary

    to insert value for a nested key, all ancestor keys should be given as
    method's arguments

    example:
      dict_insert({}, 'val', 'key1.key2'.split('.'))

    :param dic: a dictionary object to insert the nested key value into
    :param val: a value to insert to the given dictionary
    :param key: first key in a chain of key that will store the value
    :param keys: sub keys in the keys chain
    """"""
    if not keys:
        dic[key] = val
        return dic
        
    if key not in dic:
        dic[key] = {}
        
    dict_insert(dic[key], val, keys[0], *keys[1:])
    return dic",
6306091a73426c38ae68acc8,"def list_of_file_names(settings_dirs, spec_option):
""""""
Create a new IniType complex type
""""""",Create and return a new IniType complex type via cli.ListOfFileNames(),"def list_of_file_names(settings_dirs, spec_option):
","def list_of_file_names(settings_dirs, spec_option):
    """"""
    Create a new IniType complex type
    """"""
    file_names = []
    
    # Handle single directory case
    if isinstance(settings_dirs, str):
        settings_dirs = [settings_dirs]
        
    # Iterate through all directories
    for directory in settings_dirs:
        # Handle spec option cases
        if spec_option.endswith('*'):
            # Get all files matching pattern
            base = spec_option[:-1]
            for file in os.listdir(directory):
                if file.startswith(base):
                    file_names.append(os.path.join(directory, file))
        else:
            # Get specific file
            file_path = os.path.join(directory, spec_option)
            if os.path.exists(file_path):
                file_names.append(file_path)
                
    return file_names",
6306091b73426c38ae68acd7,"def ansible_config_manager(cls):
""""""
Gets the ansible config manager.
""""""",Gets the ansible config manager via ServiceName.ANSIBLE_CONFIG_MANAGER in cls._get_service(),"def ansible_config_manager(cls):
","def ansible_config_manager(cls):
    """"""
    Gets the ansible config manager.
    """"""
    from ansible.config.manager import ConfigManager
    return ConfigManager()",
6306091b73426c38ae68acd9,"def workspace_manager(cls):
""""""
Gets the workspace manager.
""""""",Gets the workspace manager via ServiceName.WORKSPACE_MANAGER in cls._get_service(),"def workspace_manager(cls):
","def workspace_manager(cls):
    """"""
    Gets the workspace manager.
    """"""
    if not hasattr(cls, '_workspace_manager'):
        cls._workspace_manager = WorkspaceManager()
    return cls._workspace_manager",
6306091b73426c38ae68acda,"def plugins_manager(cls):
""""""
Gets the plugin manager.
""""""",Gets the plugin manager via ServiceName.PLUGINS_MANAGER in cls._get_service(),"def plugins_manager(cls):
","def plugins_manager(cls):
    """"""
    Gets the plugin manager.
    """"""
    if not hasattr(cls, '_plugins_manager'):
        cls._plugins_manager = PluginManager()
    return cls._plugins_manager",
6306091c73426c38ae68acdc,"def validate_from_content(cls, spec_content=None):
""""""
validates that spec (YAML) content has all required fields

:param spec_content: content of spec file
:raise IRValidatorException: when mandatory data
is missing in spec file
:return: Dictionary with data loaded from a spec (YAML) file
""""""","validates that spec (YAML) content has all required fields

:param spec_content: content of spec file
:raise IRValidatorException: when mandatory data
is missing in spec file
:return: Dictionary with data loaded from a spec (YAML) file","def validate_from_content(cls, spec_content=None):
","def validate_from_content(cls, spec_content=None):
    """"""
    validates that spec (YAML) content has all required fields

    :param spec_content: content of spec file
    :raise IRValidatorException: when mandatory data
    is missing in spec file
    :return: Dictionary with data loaded from a spec (YAML) file
    """"""
    if spec_content is None:
        raise IRValidatorException(""No spec content provided"")
        
    try:
        # Try to load YAML content
        yaml_content = yaml.safe_load(spec_content)
        
        if not isinstance(yaml_content, dict):
            raise IRValidatorException(""Spec content must be a dictionary"")
            
        # Check for required fields
        required_fields = ['name', 'version', 'description']
        missing_fields = []
        
        for field in required_fields:
            if field not in yaml_content:
                missing_fields.append(field)
                
        if missing_fields:
            raise IRValidatorException(
                f""Missing mandatory fields in spec: {', '.join(missing_fields)}""
            )
            
        return yaml_content
        
    except yaml.YAMLError as e:
        raise IRValidatorException(f""Invalid YAML content: {str(e)}"")",
6306091c73426c38ae68acdd,"def validate_from_file(cls, yaml_file=None):
""""""
Loads & validates that a YAML file has all required fields

:param yaml_file: Path to YAML file
:raise IRValidatorException: when mandatory data is missing in file
:return: Dictionary with data loaded from a YAML file
""""""","Loads & validates that a YAML file has all required fields

:param yaml_file: Path to YAML file
:raise IRValidatorException: when mandatory data is missing in file
:return: Dictionary with data loaded from a YAML file","def validate_from_file(cls, yaml_file=None):
","def validate_from_file(cls, yaml_file=None):
    """"""
    Loads & validates that a YAML file has all required fields

    :param yaml_file: Path to YAML file 
    :raise IRValidatorException: when mandatory data is missing in file
    :return: Dictionary with data loaded from a YAML file
    """"""
    try:
        import yaml
        
        if yaml_file is None:
            raise IRValidatorException(""No YAML file path provided"")
            
        with open(yaml_file, 'r') as f:
            yaml_data = yaml.safe_load(f)
            
        if not isinstance(yaml_data, dict):
            raise IRValidatorException(""YAML file must contain a dictionary/mapping"")
            
        # Validate required fields
        required_fields = ['name', 'version', 'description']  # Example required fields
        missing_fields = [field for field in required_fields if field not in yaml_data]
        
        if missing_fields:
            raise IRValidatorException(f""Missing mandatory fields in YAML: {', '.join(missing_fields)}"")
            
        return yaml_data
        
    except yaml.YAMLError as e:
        raise IRValidatorException(f""Error parsing YAML file: {str(e)}"")
    except IOError as e:
        raise IRValidatorException(f""Error reading YAML file: {str(e)}"")
    except Exception as e:
        raise IRValidatorException(f""Unexpected error validating YAML file: {str(e)}"")

class IRValidatorException(Exception):
    """"""Custom exception for YAML validation errors""""""
    pass",
6306091d73426c38ae68ace5,"def _include_groups(self, parser_dict):
""""""
Resolves the include dict directive in the spec files.
""""""",Resolves the include dict directive in the spec files.,"def _include_groups(self, parser_dict):
","def _include_groups(self, parser_dict):
    """"""
    Resolves the include dict directive in the spec files.
    """"""
    if not isinstance(parser_dict, dict):
        return parser_dict

    if 'include' in parser_dict:
        included_groups = parser_dict.pop('include')
        if not isinstance(included_groups, list):
            included_groups = [included_groups]
            
        for group in included_groups:
            if group in self.groups:
                parser_dict.update(self.groups[group])
            else:
                raise ValueError(f""Group '{group}' referenced in include directive not found"")
                
    for value in parser_dict.values():
        if isinstance(value, dict):
            self._include_groups(value)
            
    return parser_dict",
6306092373426c38ae68acfa,"def get_spec_defaults(self):
""""""
Resolve arguments' values from spec and other sources.
""""""",Resolve arguments' values from spec and other sources with self._get_defaults(),"def get_spec_defaults(self):
","def get_spec_defaults(self):
    """"""
    Resolve arguments' values from spec and other sources.
    """"""
    defaults = {}
    
    if hasattr(self, 'spec') and self.spec:
        # Get default values from spec
        for param_name, param in self.spec.parameters.items():
            if param.default is not param.empty:
                defaults[param_name] = param.default
                
        # Get values from environment variables if specified
        if hasattr(self.spec, 'env_vars'):
            for param_name, env_var in self.spec.env_vars.items():
                if env_var in os.environ:
                    defaults[param_name] = os.environ[env_var]
                    
        # Get values from config file if specified
        if hasattr(self.spec, 'config_file') and os.path.exists(self.spec.config_file):
            with open(self.spec.config_file) as f:
                config = json.load(f)
                for param_name, value in config.items():
                    defaults[param_name] = value
                    
    return defaults",
